cameraID,imageName,objectID,Class
c002,003213.jpg,24,TrafficSign
c001,003214.jpg,421,TrafficSign
c004,003215.jpg,278,RubbishBins
c003,003216.jpg,355,Crosswalk
c003,003217.jpg,80,TrafficSign
c004,003218.jpg,135,Container
c002,003219.jpg,112,TrafficSign
c003,003220.jpg,324,Crosswalk
c003,003221.jpg,467,TrafficSign
c001,003222.jpg,6,Crosswalk
c003,003223.jpg,416,TrafficSign
c002,003224.jpg,165,TrafficSign
c004,003225.jpg,41,Container
c001,003226.jpg,405,TrafficSign
c003,003227.jpg,126,Crosswalk
c002,003228.jpg,339,Container
c003,003229.jpg,86,TrafficSign
c004,003230.jpg,163,Container
c003,003231.jpg,60,Crosswalk
c001,003232.jpg,168,Container
c001,003233.jpg,22,Container
c001,003234.jpg,66,TrafficSign
c003,003235.jpg,294,TrafficSign
c001,003236.jpg,172,Crosswalk
c002,003237.jpg,262,TrafficSign
c001,003238.jpg,38,RubbishBins
c002,003239.jpg,315,Container
c001,003240.jpg,146,TrafficSign
c004,003241.jpg,17,Container
c003,003242.jpg,239,RubbishBins
c001,003243.jpg,228,TrafficSign
c004,003244.jpg,424,Crosswalk
c002,003245.jpg,370,TrafficSign
c001,003246.jpg,14,Crosswalk
c001,003247.jpg,116,TrafficSign
c003,003248.jpg,66,TrafficSign
c004,003249.jpg,124,RubbishBins
c001,003250.jpg,405,TrafficSign
c001,003251.jpg,253,Container
c003,003252.jpg,105,TrafficSign
c003,003253.jpg,401,TrafficSign
c002,003254.jpg,398,Container
c003,003255.jpg,24,TrafficSign
c001,003256.jpg,159,TrafficSign
c003,003257.jpg,363,RubbishBins
c003,003258.jpg,450,TrafficSign
c003,003259.jpg,218,Container
c002,003260.jpg,470,TrafficSign
c002,003261.jpg,197,Container
c001,003262.jpg,294,TrafficSign
c001,003263.jpg,81,Crosswalk
c003,003264.jpg,86,TrafficSign
c003,003265.jpg,126,Crosswalk
c004,003266.jpg,46,Container
c004,003267.jpg,433,Crosswalk
c002,003268.jpg,347,RubbishBins
c003,003269.jpg,406,TrafficSign
c001,003270.jpg,118,TrafficSign
c003,003271.jpg,250,TrafficSign
c001,003272.jpg,181,Crosswalk
c004,003273.jpg,50,Container
c003,003274.jpg,434,Crosswalk
c003,003275.jpg,55,Container
c002,003276.jpg,423,TrafficSign
c002,003277.jpg,253,Container
c003,003278.jpg,188,Container
c003,003279.jpg,226,TrafficSign
c001,003280.jpg,403,TrafficSign
c004,003281.jpg,249,Crosswalk
c001,003282.jpg,147,TrafficSign
c003,003283.jpg,215,TrafficSign
c001,003284.jpg,284,TrafficSign
c003,003285.jpg,176,TrafficSign
c001,003286.jpg,279,TrafficSign
c002,003287.jpg,337,TrafficSign
c003,003288.jpg,405,TrafficSign
c001,003289.jpg,216,TrafficSign
c003,003290.jpg,254,Crosswalk
c004,003291.jpg,275,Crosswalk
c001,003292.jpg,230,Container
c002,003293.jpg,50,Container
c004,003294.jpg,9,Container
c004,003295.jpg,247,Container
c003,003296.jpg,112,TrafficSign
c003,003297.jpg,200,Crosswalk
c001,003298.jpg,91,TrafficSign
c001,003299.jpg,330,TrafficSign
c003,003300.jpg,177,TrafficSign
c001,003301.jpg,87,Crosswalk
c003,003302.jpg,387,TrafficSign
c001,003303.jpg,93,Crosswalk
c001,003304.jpg,59,TrafficSign
c001,003305.jpg,320,Crosswalk
c003,003306.jpg,402,TrafficSign
c004,003307.jpg,350,Container
c003,003308.jpg,56,Crosswalk
c001,003309.jpg,70,Container
c001,003310.jpg,172,Crosswalk
c001,003311.jpg,51,TrafficSign
c001,003312.jpg,373,TrafficSign
c003,003313.jpg,266,TrafficSign
c002,003314.jpg,234,Crosswalk
c004,003315.jpg,196,Crosswalk
c001,003316.jpg,163,Container
c001,003317.jpg,291,Container
c003,003318.jpg,400,TrafficSign
c003,003319.jpg,246,TrafficSign
c001,003320.jpg,199,TrafficSign
c001,003321.jpg,278,RubbishBins
c003,003322.jpg,251,TrafficSign
c002,003323.jpg,392,RubbishBins
c004,003324.jpg,22,Container
c003,003325.jpg,317,Crosswalk
c001,003326.jpg,4,Container
c003,003327.jpg,22,Container
c002,003328.jpg,297,Crosswalk
c004,003329.jpg,50,Container
c004,003330.jpg,247,Container
c003,003331.jpg,205,TrafficSign
c003,003332.jpg,32,Container
c003,003333.jpg,289,TrafficSign
c002,003334.jpg,70,Container
c003,003335.jpg,321,TrafficSign
c003,003336.jpg,83,TrafficSign
c003,003337.jpg,226,TrafficSign
c004,003338.jpg,286,Crosswalk
c002,003339.jpg,9,Container
c003,003340.jpg,156,Container
c002,003341.jpg,254,Crosswalk
c003,003342.jpg,106,Crosswalk
c002,003343.jpg,444,TrafficSign
c002,003344.jpg,51,TrafficSign
c003,003345.jpg,111,RubbishBins
c004,003346.jpg,186,Crosswalk
c004,003347.jpg,50,Container
c003,003348.jpg,119,Crosswalk
c003,003349.jpg,272,TrafficSign
c001,003350.jpg,32,Container
c003,003351.jpg,18,RubbishBins
c003,003352.jpg,338,TrafficSign
c002,003353.jpg,279,TrafficSign
c001,003354.jpg,442,TrafficSign
c001,003355.jpg,233,TrafficSign
c003,003356.jpg,449,TrafficSign
c001,003357.jpg,395,TrafficSign
c001,003358.jpg,251,TrafficSign
c001,003359.jpg,343,Crosswalk
c002,003360.jpg,241,Container
c002,003361.jpg,14,Crosswalk
c002,003362.jpg,249,Crosswalk
c002,003363.jpg,64,TrafficSign
c003,003364.jpg,30,TrafficSign
c002,003365.jpg,178,TrafficSign
c002,003366.jpg,241,Container
c003,003367.jpg,176,TrafficSign
c002,003368.jpg,55,Container
c001,003369.jpg,341,Crosswalk
c003,003370.jpg,34,TrafficSign
c004,003371.jpg,198,Container
c002,003372.jpg,95,TrafficSign
c003,003373.jpg,444,TrafficSign
c003,003374.jpg,397,TrafficSign
c002,003375.jpg,86,TrafficSign
c002,003376.jpg,169,TrafficSign
c004,003377.jpg,191,Crosswalk
c003,003378.jpg,204,TrafficSign
c003,003379.jpg,220,Crosswalk
c003,003380.jpg,126,Crosswalk
c003,003381.jpg,335,TrafficSign
c004,003382.jpg,163,Container
c003,003383.jpg,122,Crosswalk
c004,003384.jpg,299,RubbishBins
c003,003385.jpg,98,TrafficSign
c002,003386.jpg,43,Container
c004,003387.jpg,163,Container
c001,003388.jpg,111,RubbishBins
c001,003389.jpg,339,Container
c001,003390.jpg,321,TrafficSign
c003,003391.jpg,364,TrafficSign
c002,003392.jpg,50,Container
c003,003393.jpg,244,TrafficSign
c002,003394.jpg,87,Crosswalk
c003,003395.jpg,39,TrafficSign
c003,003396.jpg,463,TrafficSign
c002,003397.jpg,253,Container
c001,003398.jpg,404,TrafficSign
c002,003399.jpg,391,RubbishBins
c003,003400.jpg,6,Crosswalk
c002,003401.jpg,32,Container
c002,003402.jpg,67,TrafficSign
c002,003403.jpg,425,RubbishBins
c002,003404.jpg,10,TrafficSign
c001,003405.jpg,457,TrafficSign
c003,003406.jpg,176,TrafficSign
c001,003407.jpg,70,Container
c004,003408.jpg,41,Container
c001,003409.jpg,79,Crosswalk
c004,003410.jpg,198,Container
c002,003411.jpg,369,Crosswalk
c002,003412.jpg,272,TrafficSign
c002,003413.jpg,70,Container
c003,003414.jpg,44,TrafficSign
c003,003415.jpg,453,TrafficSign
c001,003416.jpg,32,Container
c003,003417.jpg,238,TrafficSign
c001,003418.jpg,19,RubbishBins
c002,003419.jpg,289,TrafficSign
c001,003420.jpg,168,Container
c002,003421.jpg,214,TrafficSign
c001,003422.jpg,16,TrafficSign
c003,003423.jpg,87,Crosswalk
c003,003424.jpg,159,TrafficSign
c004,003425.jpg,291,Container
c001,003426.jpg,313,Crosswalk
c003,003427.jpg,216,TrafficSign
c003,003428.jpg,226,TrafficSign
c003,003429.jpg,108,TrafficSign
c003,003430.jpg,55,Container
c001,003431.jpg,150,TrafficSign
c001,003432.jpg,271,TrafficSign
c004,003433.jpg,87,Crosswalk
c003,003434.jpg,454,TrafficSign
c003,003435.jpg,273,TrafficSign
c003,003436.jpg,4,Container
c003,003437.jpg,60,Crosswalk
c002,003438.jpg,412,TrafficSign
c001,003439.jpg,234,Crosswalk
c003,003440.jpg,98,TrafficSign
c004,003441.jpg,172,Crosswalk
c001,003442.jpg,295,TrafficSign
c003,003443.jpg,319,TrafficSign
c001,003444.jpg,199,TrafficSign
c002,003445.jpg,358,Crosswalk
c002,003446.jpg,73,TrafficSign
c004,003447.jpg,286,Crosswalk
c004,003448.jpg,320,Crosswalk
c003,003449.jpg,52,RubbishBins
c002,003450.jpg,347,RubbishBins
c003,003451.jpg,253,Container
c002,003452.jpg,396,RubbishBins
c003,003453.jpg,118,TrafficSign
c001,003454.jpg,76,Container
c003,003455.jpg,404,TrafficSign
c004,003456.jpg,179,RubbishBins
c003,003457.jpg,241,Container
c003,003458.jpg,295,TrafficSign
c003,003459.jpg,140,TrafficSign
c001,003460.jpg,328,Crosswalk
c002,003461.jpg,44,TrafficSign
c003,003462.jpg,426,TrafficSign
c003,003463.jpg,397,TrafficSign
c001,003464.jpg,69,TrafficSign
c003,003465.jpg,73,TrafficSign
c003,003466.jpg,33,TrafficSign
c003,003467.jpg,252,TrafficSign
c003,003468.jpg,81,Crosswalk
c003,003469.jpg,392,RubbishBins
c001,003470.jpg,157,Crosswalk
c003,003471.jpg,94,TrafficSign
c002,003472.jpg,140,TrafficSign
c003,003473.jpg,81,Crosswalk
c001,003474.jpg,203,Container
c003,003475.jpg,151,TrafficSign
c004,003476.jpg,25,Crosswalk
c004,003477.jpg,249,Crosswalk
c002,003478.jpg,44,TrafficSign
c002,003479.jpg,194,TrafficSign
c002,003480.jpg,66,TrafficSign
c004,003481.jpg,452,Crosswalk
c003,003482.jpg,140,TrafficSign
c002,003483.jpg,183,Crosswalk
c003,003484.jpg,170,TrafficSign
c001,003485.jpg,58,TrafficSign
c003,003486.jpg,404,TrafficSign
c003,003487.jpg,322,TrafficSign
c002,003488.jpg,81,Crosswalk
c003,003489.jpg,30,TrafficSign
c001,003490.jpg,133,Container
c001,003491.jpg,38,RubbishBins
c002,003492.jpg,51,TrafficSign
c001,003493.jpg,156,Container
c001,003494.jpg,32,Container
c002,003495.jpg,164,Crosswalk
c003,003496.jpg,172,Crosswalk
c003,003497.jpg,201,Container
c003,003498.jpg,82,Container
c003,003499.jpg,165,TrafficSign
c003,003500.jpg,437,TrafficSign
c003,003501.jpg,164,Crosswalk
c002,003502.jpg,259,TrafficSign
c003,003503.jpg,440,TrafficSign
c002,003504.jpg,388,TrafficSign
c003,003505.jpg,362,TrafficSign
c002,003506.jpg,441,TrafficSign
c003,003507.jpg,331,Container
c002,003508.jpg,263,TrafficSign
c003,003509.jpg,389,TrafficSign
c001,003510.jpg,428,RubbishBins
c003,003511.jpg,369,Crosswalk
c002,003512.jpg,141,RubbishBins
c004,003513.jpg,71,Crosswalk
c001,003514.jpg,62,TrafficSign
c002,003515.jpg,475,TrafficSign
c002,003516.jpg,31,Crosswalk
c004,003517.jpg,102,Container
c003,003518.jpg,418,TrafficSign
c003,003519.jpg,33,TrafficSign
c003,003520.jpg,251,TrafficSign
c002,003521.jpg,8,TrafficSign
c001,003522.jpg,4,Container
c003,003523.jpg,32,Container
c002,003524.jpg,213,Crosswalk
c001,003525.jpg,163,Container
c002,003526.jpg,231,TrafficSign
c003,003527.jpg,246,TrafficSign
c003,003528.jpg,319,TrafficSign
c003,003529.jpg,457,TrafficSign
c003,003530.jpg,321,TrafficSign
c001,003531.jpg,443,TrafficSign
c003,003532.jpg,385,TrafficSign
c002,003533.jpg,50,Container
c003,003534.jpg,168,Container
c002,003535.jpg,320,Crosswalk
c003,003536.jpg,247,Container
c004,003537.jpg,27,Container
c003,003538.jpg,98,TrafficSign
c001,003539.jpg,126,Crosswalk
c004,003540.jpg,9,Container
c003,003541.jpg,26,TrafficSign
c002,003542.jpg,467,TrafficSign
c001,003543.jpg,90,TrafficSign
c004,003544.jpg,323,RubbishBins
c003,003545.jpg,253,Container
c002,003546.jpg,367,Crosswalk
c003,003547.jpg,221,Crosswalk
c003,003548.jpg,415,TrafficSign
c003,003549.jpg,292,TrafficSign
c002,003550.jpg,20,TrafficSign
c004,003551.jpg,163,Container
c002,003552.jpg,180,Crosswalk
c002,003553.jpg,454,TrafficSign
c003,003554.jpg,214,TrafficSign
c002,003555.jpg,233,TrafficSign
c002,003556.jpg,55,Container
c003,003557.jpg,376,Crosswalk
c003,003558.jpg,313,Crosswalk
c001,003559.jpg,195,TrafficSign
c001,003560.jpg,291,Container
c002,003561.jpg,48,TrafficSign
c003,003562.jpg,88,TrafficSign
c001,003563.jpg,38,RubbishBins
c001,003564.jpg,379,TrafficSign
c003,003565.jpg,208,Crosswalk
c003,003566.jpg,111,RubbishBins
c001,003567.jpg,430,Crosswalk
c001,003568.jpg,253,Container
c004,003569.jpg,81,Crosswalk
c004,003570.jpg,227,Container
c002,003571.jpg,147,TrafficSign
c004,003572.jpg,173,Crosswalk
c003,003573.jpg,423,TrafficSign
c003,003574.jpg,343,Crosswalk
c002,003575.jpg,133,Container
c002,003576.jpg,129,TrafficSign
c004,003577.jpg,242,Container
c002,003578.jpg,70,Container
c003,003579.jpg,178,TrafficSign
c003,003580.jpg,241,Container
c002,003581.jpg,97,TrafficSign
c004,003582.jpg,4,Container
c001,003583.jpg,361,TrafficSign
c003,003584.jpg,126,Crosswalk
c003,003585.jpg,163,Container
c004,003586.jpg,70,Container
c002,003587.jpg,104,Crosswalk
c001,003588.jpg,188,Container
c002,003589.jpg,114,TrafficSign
c001,003590.jpg,290,Container
c004,003591.jpg,50,Container
c002,003592.jpg,261,Crosswalk
c001,003593.jpg,36,RubbishBins
c001,003594.jpg,427,TrafficSign
c002,003595.jpg,222,TrafficSign
c003,003596.jpg,2,Crosswalk
c004,003597.jpg,122,Crosswalk
c002,003598.jpg,69,TrafficSign
c003,003599.jpg,8,TrafficSign
c003,003600.jpg,423,TrafficSign
c001,003601.jpg,205,TrafficSign
c002,003602.jpg,438,TrafficSign
c002,003603.jpg,386,TrafficSign
c002,003604.jpg,27,Container
c003,003605.jpg,259,TrafficSign
c001,003606.jpg,337,TrafficSign
c001,003607.jpg,213,Crosswalk
c003,003608.jpg,232,TrafficSign
c003,003609.jpg,187,TrafficSign
c004,003610.jpg,106,Crosswalk
c002,003611.jpg,166,TrafficSign
c001,003612.jpg,247,Container
c001,003613.jpg,134,Crosswalk
c001,003614.jpg,24,TrafficSign
c001,003615.jpg,86,TrafficSign
c003,003616.jpg,295,TrafficSign
c003,003617.jpg,17,Container
c003,003618.jpg,250,TrafficSign
c001,003619.jpg,48,TrafficSign
c002,003620.jpg,276,Crosswalk
c002,003621.jpg,188,Container
c002,003622.jpg,87,Crosswalk
c001,003623.jpg,138,Crosswalk
c003,003624.jpg,438,TrafficSign
c001,003625.jpg,161,TrafficSign
c003,003626.jpg,119,Crosswalk
c004,003627.jpg,25,Crosswalk
c003,003628.jpg,9,Container
c002,003629.jpg,27,Container
c001,003630.jpg,261,Crosswalk
c003,003631.jpg,340,TrafficSign
c002,003632.jpg,83,TrafficSign
c003,003633.jpg,295,TrafficSign
c002,003634.jpg,268,TrafficSign
c001,003635.jpg,2,Crosswalk
c003,003636.jpg,457,TrafficSign
c002,003637.jpg,99,TrafficSign
c003,003638.jpg,11,TrafficSign
c003,003639.jpg,408,RubbishBins
c003,003640.jpg,443,TrafficSign
c002,003641.jpg,473,TrafficSign
c002,003642.jpg,9,Container
c003,003643.jpg,429,Container
c002,003644.jpg,110,Container
c003,003645.jpg,98,TrafficSign
c002,003646.jpg,126,Crosswalk
c004,003647.jpg,76,Container
c003,003648.jpg,217,TrafficSign
c001,003649.jpg,208,Crosswalk
c003,003650.jpg,87,Crosswalk
c003,003651.jpg,129,TrafficSign
c002,003652.jpg,117,Container
c001,003653.jpg,50,Container
c001,003654.jpg,118,TrafficSign
c003,003655.jpg,346,TrafficSign
c001,003656.jpg,143,Crosswalk
c003,003657.jpg,26,TrafficSign
c003,003658.jpg,176,TrafficSign
c003,003659.jpg,51,TrafficSign
c003,003660.jpg,164,Crosswalk
c003,003661.jpg,62,TrafficSign
c002,003662.jpg,424,Crosswalk
c002,003663.jpg,34,TrafficSign
c003,003664.jpg,68,Container
c001,003665.jpg,178,TrafficSign
c001,003666.jpg,201,Container
c001,003667.jpg,183,Crosswalk
c001,003668.jpg,32,Container
c004,003669.jpg,19,RubbishBins
c004,003670.jpg,13,Crosswalk
c003,003671.jpg,252,TrafficSign
c003,003672.jpg,97,TrafficSign
c003,003673.jpg,389,TrafficSign
c001,003674.jpg,459,TrafficSign
c002,003675.jpg,439,Crosswalk
c003,003676.jpg,447,TrafficSign
c002,003677.jpg,217,TrafficSign
c003,003678.jpg,361,TrafficSign
c004,003679.jpg,331,Container
c003,003680.jpg,367,Crosswalk
c003,003681.jpg,419,Crosswalk
c002,003682.jpg,347,RubbishBins
c003,003683.jpg,68,Container
c001,003684.jpg,213,Crosswalk
c003,003685.jpg,319,TrafficSign
c001,003686.jpg,382,Crosswalk
c001,003687.jpg,48,TrafficSign
c001,003688.jpg,217,TrafficSign
c004,003689.jpg,124,RubbishBins
c001,003690.jpg,66,TrafficSign
c003,003691.jpg,319,TrafficSign
c001,003692.jpg,272,TrafficSign
c001,003693.jpg,470,TrafficSign
c002,003694.jpg,105,TrafficSign
c003,003695.jpg,321,TrafficSign
c003,003696.jpg,234,Crosswalk
c003,003697.jpg,427,TrafficSign
c003,003698.jpg,40,Container
c004,003699.jpg,9,Container
c003,003700.jpg,374,TrafficSign
c003,003701.jpg,157,Crosswalk
c002,003702.jpg,18,RubbishBins
c002,003703.jpg,228,TrafficSign
c003,003704.jpg,55,Container
c001,003705.jpg,332,Crosswalk
c002,003706.jpg,18,RubbishBins
c003,003707.jpg,4,Container
c003,003708.jpg,403,TrafficSign
c004,003709.jpg,344,Crosswalk
c003,003710.jpg,152,TrafficSign
c003,003711.jpg,38,RubbishBins
c004,003712.jpg,32,Container
c003,003713.jpg,403,TrafficSign
c002,003714.jpg,257,RubbishBins
c001,003715.jpg,133,Container
c003,003716.jpg,252,TrafficSign
c003,003717.jpg,453,TrafficSign
c003,003718.jpg,188,Container
c002,003719.jpg,182,Crosswalk
c002,003720.jpg,109,TrafficSign
c002,003721.jpg,71,Crosswalk
c002,003722.jpg,180,Crosswalk
c001,003723.jpg,236,TrafficSign
c002,003724.jpg,70,Container
c001,003725.jpg,198,Container
c001,003726.jpg,110,Container
c001,003727.jpg,403,TrafficSign
c003,003728.jpg,379,TrafficSign
c003,003729.jpg,221,Crosswalk
c003,003730.jpg,351,TrafficSign
c001,003731.jpg,71,Crosswalk
c001,003732.jpg,42,Container
c003,003733.jpg,85,Container
c003,003734.jpg,168,Container
c001,003735.jpg,17,Container
c002,003736.jpg,376,Crosswalk
c002,003737.jpg,9,Container
c001,003738.jpg,476,TrafficSign
c003,003739.jpg,20,TrafficSign
c003,003740.jpg,72,Container
c003,003741.jpg,233,TrafficSign
c001,003742.jpg,95,TrafficSign
c001,003743.jpg,188,Container
c002,003744.jpg,248,TrafficSign
c002,003745.jpg,59,TrafficSign
c001,003746.jpg,356,TrafficSign
c001,003747.jpg,111,RubbishBins
c003,003748.jpg,66,TrafficSign
c003,003749.jpg,35,TrafficSign
c003,003750.jpg,457,TrafficSign
c003,003751.jpg,90,TrafficSign
c003,003752.jpg,264,TrafficSign
c003,003753.jpg,161,TrafficSign
c003,003754.jpg,421,TrafficSign
c004,003755.jpg,343,Crosswalk
c002,003756.jpg,62,TrafficSign
c001,003757.jpg,11,TrafficSign
c002,003758.jpg,278,RubbishBins
c002,003759.jpg,119,Crosswalk
c003,003760.jpg,217,TrafficSign
c002,003761.jpg,105,TrafficSign
c002,003762.jpg,413,Crosswalk
c002,003763.jpg,470,TrafficSign
c003,003764.jpg,291,Container
c003,003765.jpg,259,TrafficSign
c003,003766.jpg,9,Container
c002,003767.jpg,9,Container
c003,003768.jpg,218,Container
c003,003769.jpg,304,TrafficSign
c002,003770.jpg,438,TrafficSign
c002,003771.jpg,433,Crosswalk
c003,003772.jpg,119,Crosswalk
c002,003773.jpg,11,TrafficSign
c003,003774.jpg,377,TrafficSign
c002,003775.jpg,66,TrafficSign
c001,003776.jpg,54,TrafficSign
c001,003777.jpg,258,TrafficSign
c001,003778.jpg,241,Container
c002,003779.jpg,111,RubbishBins
c001,003780.jpg,212,TrafficSign
c002,003781.jpg,227,Container
c002,003782.jpg,161,TrafficSign
c003,003783.jpg,351,TrafficSign
c002,003784.jpg,253,Container
c001,003785.jpg,28,Crosswalk
c002,003786.jpg,236,TrafficSign
c001,003787.jpg,70,Container
c003,003788.jpg,245,Container
c003,003789.jpg,132,TrafficSign
c002,003790.jpg,50,Container
c003,003791.jpg,362,TrafficSign
c001,003792.jpg,271,TrafficSign
c003,003793.jpg,67,TrafficSign
c003,003794.jpg,161,TrafficSign
c001,003795.jpg,295,TrafficSign
c001,003796.jpg,424,Crosswalk
c002,003797.jpg,211,Crosswalk
c001,003798.jpg,191,Crosswalk
c001,003799.jpg,378,Container
c002,003800.jpg,341,Crosswalk
c002,003801.jpg,332,Crosswalk
c002,003802.jpg,170,TrafficSign
c001,003803.jpg,465,Container
c003,003804.jpg,271,TrafficSign
c003,003805.jpg,375,Crosswalk
c001,003806.jpg,173,Crosswalk
c003,003807.jpg,16,TrafficSign
c001,003808.jpg,294,TrafficSign
c003,003809.jpg,269,TrafficSign
c003,003810.jpg,263,TrafficSign
c004,003811.jpg,396,RubbishBins
c003,003812.jpg,474,Container
c002,003813.jpg,365,TrafficSign
c003,003814.jpg,228,TrafficSign
c003,003815.jpg,300,TrafficSign
c003,003816.jpg,137,RubbishBins
c001,003817.jpg,335,TrafficSign
c002,003818.jpg,223,Crosswalk
c002,003819.jpg,275,Crosswalk
c001,003820.jpg,55,Container
c003,003821.jpg,50,Container
c001,003822.jpg,176,TrafficSign
c003,003823.jpg,205,TrafficSign
c003,003824.jpg,32,Container
c003,003825.jpg,168,Container
c003,003826.jpg,42,Container
c001,003827.jpg,164,Crosswalk
c002,003828.jpg,224,TrafficSign
c003,003829.jpg,21,TrafficSign
c003,003830.jpg,165,TrafficSign
c001,003831.jpg,204,TrafficSign
c002,003832.jpg,342,TrafficSign
c001,003833.jpg,228,TrafficSign
c001,003834.jpg,382,Crosswalk
c003,003835.jpg,232,TrafficSign
c003,003836.jpg,7,Crosswalk
c003,003837.jpg,357,TrafficSign
c001,003838.jpg,70,Container
c002,003839.jpg,473,TrafficSign
c001,003840.jpg,51,TrafficSign
c003,003841.jpg,55,Container
c003,003842.jpg,250,TrafficSign
c003,003843.jpg,296,TrafficSign
c003,003844.jpg,225,TrafficSign
c004,003845.jpg,336,Crosswalk
c002,003846.jpg,335,TrafficSign
c004,003847.jpg,218,Container
c002,003848.jpg,81,Crosswalk
c002,003849.jpg,236,TrafficSign
c004,003850.jpg,254,Crosswalk
c003,003851.jpg,340,TrafficSign
c003,003852.jpg,150,TrafficSign
c001,003853.jpg,191,Crosswalk
c002,003854.jpg,206,TrafficSign
c001,003855.jpg,304,TrafficSign
c003,003856.jpg,126,Crosswalk
c002,003857.jpg,312,TrafficSign
c001,003858.jpg,429,Container
c001,003859.jpg,389,TrafficSign
c002,003860.jpg,423,TrafficSign
c003,003861.jpg,10,TrafficSign
c001,003862.jpg,11,TrafficSign
c004,003863.jpg,76,Container
c003,003864.jpg,440,TrafficSign
c003,003865.jpg,465,Container
c003,003866.jpg,213,Crosswalk
c002,003867.jpg,287,Container
c003,003868.jpg,142,TrafficSign
c004,003869.jpg,27,Container
c004,003870.jpg,265,Crosswalk
c003,003871.jpg,315,Container
c001,003872.jpg,113,TrafficSign
c003,003873.jpg,354,RubbishBins
c003,003874.jpg,458,TrafficSign
c003,003875.jpg,258,TrafficSign
c003,003876.jpg,247,Container
c001,003877.jpg,19,RubbishBins
c002,003878.jpg,140,TrafficSign
c001,003879.jpg,146,TrafficSign
c003,003880.jpg,121,TrafficSign
c004,003881.jpg,439,Crosswalk
c003,003882.jpg,181,Crosswalk
c001,003883.jpg,81,Crosswalk
c001,003884.jpg,403,TrafficSign
c003,003885.jpg,18,RubbishBins
c001,003886.jpg,470,TrafficSign
c003,003887.jpg,166,TrafficSign
c002,003888.jpg,317,Crosswalk
c003,003889.jpg,258,TrafficSign
c002,003890.jpg,348,TrafficSign
c001,003891.jpg,230,Container
c001,003892.jpg,84,Crosswalk
c001,003893.jpg,296,TrafficSign
c004,003894.jpg,68,Container
c002,003895.jpg,76,Container
c001,003896.jpg,12,TrafficSign
c002,003897.jpg,302,Crosswalk
c001,003898.jpg,266,TrafficSign
c001,003899.jpg,280,TrafficSign
c002,003900.jpg,161,TrafficSign
c003,003901.jpg,123,TrafficSign
c002,003902.jpg,414,TrafficSign
c002,003903.jpg,120,Container
c003,003904.jpg,345,Crosswalk
c003,003905.jpg,390,TrafficSign
c001,003906.jpg,291,Container
c002,003907.jpg,253,Container
c002,003908.jpg,293,TrafficSign
c004,003909.jpg,355,Crosswalk
c003,003910.jpg,73,TrafficSign
c002,003911.jpg,275,Crosswalk
c002,003912.jpg,255,TrafficSign
c002,003913.jpg,68,Container
c003,003914.jpg,337,TrafficSign
c003,003915.jpg,374,TrafficSign
c003,003916.jpg,109,TrafficSign
c003,003917.jpg,385,TrafficSign
c003,003918.jpg,284,TrafficSign
c002,003919.jpg,72,Container
c002,003920.jpg,266,TrafficSign
c002,003921.jpg,319,TrafficSign
c003,003922.jpg,253,Container
c001,003923.jpg,5,TrafficSign
c003,003924.jpg,181,Crosswalk
c002,003925.jpg,120,Container
c001,003926.jpg,366,TrafficSign
c003,003927.jpg,121,TrafficSign
c002,003928.jpg,50,Container
c004,003929.jpg,68,Container
c004,003930.jpg,419,Crosswalk
c001,003931.jpg,153,TrafficSign
c004,003932.jpg,197,Container
c001,003933.jpg,40,Container
c003,003934.jpg,353,TrafficSign
c003,003935.jpg,475,TrafficSign
c003,003936.jpg,454,TrafficSign
c003,003937.jpg,327,TrafficSign
c001,003938.jpg,201,Container
c003,003939.jpg,45,TrafficSign
c003,003940.jpg,21,TrafficSign
c004,003941.jpg,50,Container
c003,003942.jpg,162,TrafficSign
c002,003943.jpg,254,Crosswalk
c003,003944.jpg,226,TrafficSign
c002,003945.jpg,440,TrafficSign
c001,003946.jpg,44,TrafficSign
c004,003947.jpg,203,Container
c003,003948.jpg,190,RubbishBins
c003,003949.jpg,389,TrafficSign
c002,003950.jpg,115,RubbishBins
c002,003951.jpg,34,TrafficSign
c002,003952.jpg,150,TrafficSign
c004,003953.jpg,297,Crosswalk
c002,003954.jpg,45,TrafficSign
c001,003955.jpg,164,Crosswalk
c002,003956.jpg,25,Crosswalk
c003,003957.jpg,131,TrafficSign
c004,003958.jpg,197,Container
c003,003959.jpg,21,TrafficSign
c002,003960.jpg,465,Container
c002,003961.jpg,258,TrafficSign
c003,003962.jpg,210,TrafficSign
c001,003963.jpg,160,TrafficSign
c002,003964.jpg,74,TrafficSign
c001,003965.jpg,472,TrafficSign
c003,003966.jpg,409,TrafficSign
c003,003967.jpg,285,Crosswalk
c003,003968.jpg,404,TrafficSign
c002,003969.jpg,197,Container
c001,003970.jpg,49,TrafficSign
c001,003971.jpg,20,TrafficSign
c001,003972.jpg,290,Container
c003,003973.jpg,279,TrafficSign
c004,003974.jpg,306,Crosswalk
c001,003975.jpg,129,TrafficSign
c003,003976.jpg,256,TrafficSign
c004,003977.jpg,211,Crosswalk
c002,003978.jpg,201,Container
c001,003979.jpg,238,TrafficSign
c001,003980.jpg,261,Crosswalk
c002,003981.jpg,18,RubbishBins
c002,003982.jpg,14,Crosswalk
c003,003983.jpg,404,TrafficSign
c003,003984.jpg,35,TrafficSign
